Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Age,Item_Visibility_MeanRatio
11.1,Low Fat,0.111122936,Fruits and Vegetables,189.2846,Medium,Tier 3,Supermarket Type2,3630.6074,4,0.8709590462786425
5.175,Low Fat,0.030330202,Health and Hygiene,35.4874,High,Tier 3,Supermarket Type1,388.1614,26,0.8298212272664269
11.5,Regular,0.020598200333333334,Dairy,88.254,Small,Tier 1,Supermarket Type1,1298.31,16,1.0
16.75,Regular,0.008601441,Meat,73.7038,Medium,Tier 3,Supermarket Type2,1404.1722,4,0.8915688713820548
6.55,Low Fat,0.024407061,Breads,102.3332,Medium,Tier 3,Supermarket Type3,1948.1308,28,0.8652544741187744
17.25,Low Fat,0.084262458,Soft Drinks,261.591,High,Tier 3,Supermarket Type1,3418.883,26,0.9969971808378378
5.88,Low Fat,0.08644044,Frozen Foods,155.3998,Small,Tier 2,Supermarket Type1,2153.1972,9,0.9982685372118986
14.1,Low Fat,0.112718928,Baking Goods,54.2956,Medium,Tier 3,Supermarket Type3,1310.2944,28,0.8647959081273825
7.3,Low Fat,0.086619573,Frozen Foods,147.6076,Small,Tier 2,Supermarket Type1,3251.7672,6,0.8533150975326811
7.075,Low Fat,0.058437653,Dairy,143.0128,Medium,Tier 1,Supermarket Type1,1150.5024,14,0.8490318453467789
6.365,Low Fat,0.0084558516,Frozen Foods,59.7536,Small,Tier 2,Supermarket Type1,980.0576,6,1.0
16.35,Low Fat,0.034504414,Household,125.202,Medium,Tier 3,Supermarket Type3,2783.044,28,0.8038991748630657
9.3,Low Fat,0.044652785,Household,247.0802,Small,Tier 2,Supermarket Type1,1228.401,9,0.8989004224588613
5.92,Regular,0.019184026,Soft Drinks,50.3692,High,Tier 3,Supermarket Type1,591.2304,26,0.9981558197827879
9.6,Low Fat,0.029638267,Household,42.6086,Small,Tier 2,Supermarket Type1,133.8258,9,0.8811099645177317
14.15,Low Fat,0.042180995,Dairy,52.0982,Small,Tier 1,Supermarket Type1,578.5802,16,0.9981274154760461
11.8,Low Fat,0.11507174,Soft Drinks,198.2084,High,Tier 3,Supermarket Type1,3769.7596,26,0.998234479524383
6.765,Regular,0.087437069,Frozen Foods,106.1306,Small,Tier 2,Supermarket Type1,1672.4896,11,1.001433097196297
7.35,Regular,0.014295564,Fruits and Vegetables,242.6512,Medium,Tier 3,Supermarket Type3,12117.56,28,0.8523561799600813
13.15,Low Fat,0.073251428,Snack Foods,181.695,Small,Tier 3,Grocery Store,549.285,15,1.5431712531170299
7.035,Low Fat,0.021743592,Frozen Foods,263.191,Medium,Tier 3,Supermarket Type3,6574.775,28,0.994597747190172
18.7,Low Fat,0.10527024,Frozen Foods,122.9072,Small,Tier 2,Supermarket Type1,490.0288,6,1.003600453305026
13.3,Low Fat,0.063513272,Frozen Foods,149.9708,High,Tier 3,Supermarket Type1,2106.5912,26,0.997801190512972
9.42,Regular,0.044151435,Frozen Foods,61.5194,Small,Tier 2,Supermarket Type1,866.8716,6,0.8041638280009159
17.6,Low Fat,0.008001018,Dairy,170.4422,Small,Tier 1,Supermarket Type1,2759.0752,16,0.8882406133053948
8.235,Low Fat,0.0828941,Baking Goods,149.3076,Small,Tier 2,Supermarket Type1,1921.4988,6,1.0046378263432354
5.825,Low Fat,0.091042211,Household,162.6894,Medium,Tier 3,Supermarket Type3,2588.6304,28,0.7745973836468083
13.15,Regular,0.038011783,Snack Foods,89.6856,Medium,Tier 1,Supermarket Type1,703.0848,14,1.0001428269925108
12.65,Low Fat,0.042296724,Household,106.3938,Small,Tier 2,Supermarket Type1,3751.783,11,1.0006622862811352
20.7,Low Fat,0.02695441,Household,73.2354,Small,Tier 2,Supermarket Type1,1504.708,11,0.9047433675958949
13.0,Low Fat,0.153930108,Canned,76.7986,Small,Tier 2,Supermarket Type1,2648.5524,11,0.9993671601006259
16.1,Low Fat,0.034376537,Fruits and Vegetables,256.1356,Small,Tier 2,Supermarket Type1,6358.39,11,0.9130674741891113
16.0,Low Fat,0.060971431,Starchy Foods,226.2404,Small,Tier 2,Supermarket Type1,4725.8484,11,1.0003838154711926
12.35,Low Fat,0.11097375325,Snack Foods,118.9124,High,Tier 3,Supermarket Type1,3199.8348,26,1.0
14.0,Low Fat,0.023831558,Baking Goods,103.1332,Medium,Tier 3,Supermarket Type2,1948.1308,4,0.8917236504936732
20.5,Low Fat,0.032762495,Household,40.0822,Small,Tier 2,Supermarket Type1,1257.0304,9,0.9992487803342646
8.3,Low Fat,0.035347676,Fruits and Vegetables,38.0506,Small,Tier 2,Supermarket Type1,531.3084,9,0.9989084100430194
19.2,Low Fat,0.041291929,Household,130.131,Medium,Tier 1,Supermarket Type1,1038.648,14,1.0001946642991573
9.1,Low Fat,0.080747059,Household,46.9718,Small,Tier 2,Supermarket Type1,850.8924,6,0.8114755192284159
14.15,Low Fat,0.035240817,Canned,255.5014,High,Tier 3,Supermarket Type1,5355.0294,26,0.8404302893784332
7.93,Low Fat,0.005557062,Frozen Foods,122.1414,Medium,Tier 1,Supermarket Type1,2924.1936,14,0.8007662023657859
17.1,Low Fat,0.067154053,Household,114.386,Small,Tier 1,Supermarket Type1,1245.046,16,0.8992339223715867
16.2,Low Fat,0.019362306,Soft Drinks,154.6972,High,Tier 3,Supermarket Type1,1713.7692,26,0.9016009580045615
6.465,Low Fat,0.124506117,Canned,264.7884,Small,Tier 1,Supermarket Type1,3709.8376,16,0.8073720400370326
7.155,Regular,0.168871496,Breads,34.3874,Medium,Tier 3,Supermarket Type2,670.4606,4,0.8830336898061053
20.6,Regular,0.030504756,Dairy,212.6244,Small,Tier 2,Supermarket Type1,3599.3148,9,0.8812265421930165
20.25,Regular,0.103142373,Canned,94.612,Medium,Tier 3,Supermarket Type2,652.484,4,0.9025563072270888
16.75,Low Fat,0.078872251,Snack Foods,189.5556,Small,Tier 1,Grocery Store,1126.5336,28,1.580849926839853
15.85,Low Fat,0.082120687,Breads,177.437,Medium,Tier 3,Supermarket Type2,5645.984,4,0.8340820004511991
9.0,Low Fat,0.069487587,Health and Hygiene,266.6884,High,Tier 3,Supermarket Type1,3974.826,26,0.8878574070654831
17.85,Low Fat,0.011180843,Snack Foods,213.456,Medium,Tier 3,Supermarket Type3,4261.12,28,0.884439138385502
6.8,Low Fat,0.037315469,Baking Goods,50.0034,Medium,Tier 3,Supermarket Type3,1992.7394,28,0.8449304285013698
18.7,Low Fat,0.037835765,Fruits and Vegetables,111.1886,Small,Tier 2,Supermarket Type1,2334.9606,6,0.8926048809287159
20.85,Low Fat,0.021312043,Fruits and Vegetables,104.9306,High,Tier 3,Supermarket Type1,2299.6732,26,0.8871378426215425
18.35,Regular,0.094218363,Fruits and Vegetables,83.9882,High,Tier 3,Supermarket Type1,1202.4348,26,0.8297016964135547
18.6,Low Fat,0.076841095,Snack Foods,162.2236,Small,Tier 2,Supermarket Type1,2900.2248,9,0.9029809769391063
9.8,Regular,0.063805139,Fruits and Vegetables,117.3492,Small,Tier 2,Supermarket Type1,810.9444,9,0.8300826188508649
15.1,Regular,0.087542757,Fruits and Vegetables,219.8456,Medium,Tier 1,Supermarket Type1,6189.2768,14,1.0009914145243863
6.61,Regular,0.028871235,Snack Foods,188.7898,Medium,Tier 3,Supermarket Type3,2057.9878,28,0.8518657788118605
7.09,Low Fat,0.00720931,Baking Goods,48.1034,High,Tier 3,Supermarket Type1,1069.2748,26,0.9992092878531784
15.3,Low Fat,0.02286663,Household,102.8332,Medium,Tier 3,Supermarket Type3,2768.3964,28,0.8519830121145752
13.5,Regular,0.067543727,Dairy,57.2562,Medium,Tier 3,Supermarket Type3,2073.967,28,0.9940430710764763
19.7,Low Fat,0.038549197,Hard Drinks,127.5362,Medium,Tier 3,Supermarket Type3,1006.6896,28,0.9959052843602618
9.5,Low Fat,0.09663635500000001,Hard Drinks,188.9872,Small,Tier 2,Supermarket Type1,1323.6104,6,1.0
19.0,Regular,0.097709541,Frozen Foods,48.6718,Medium,Tier 3,Supermarket Type2,614.5334,4,0.8107634583621991
20.5,Low Fat,0.143283608,Household,37.919,Small,Tier 1,Supermarket Type1,183.095,16,0.9994062768517995
19.85,Low Fat,0.064551885,Health and Hygiene,125.2704,Small,Tier 2,Supermarket Type1,2127.8968,11,1.0003616306298657
21.1,Low Fat,0.029173031,Household,145.7786,Small,Tier 2,Supermarket Type1,1444.786,6,0.908074911869545
19.0,Low Fat,0.067120954,Snack Foods,132.9626,Medium,Tier 3,Supermarket Type3,3279.065,28,0.8518312965623069
15.1,Regular,0.067020992,Snack Foods,260.3304,High,Tier 3,Supermarket Type1,5424.9384,26,0.8871626571293166
19.7,Low Fat,0.026826919,Household,98.7726,High,Tier 3,Supermarket Type1,1859.5794,26,0.9985707408286071
16.2,Regular,0.01665334,Frozen Foods,97.3726,Small,Tier 1,Supermarket Type1,2055.3246,16,0.9021677758047831
18.1,Low Fat,0.022395357,Fruits and Vegetables,96.5094,Small,Tier 2,Supermarket Type1,1332.9316,9,0.911862762400883
10.195,Low Fat,0.042113173,Snack Foods,42.5428,Medium,Tier 3,Supermarket Type2,878.856,4,1.0018922822839
6.55,Regular,0.034604343,Breads,157.8288,Small,Tier 1,Supermarket Type1,2514.0608,16,0.9024711144242771
15.85,Low Fat,0.136774734,Canned,94.4094,Small,Tier 2,Supermarket Type1,1428.141,11,0.8999294619078856
14.5,Low Fat,0.089343433,Health and Hygiene,157.3604,Medium,Tier 3,Supermarket Type3,6021.4952,28,0.9094169208731897
12.1,Low Fat,0.030250132,Canned,75.267,Medium,Tier 3,Supermarket Type2,612.536,4,0.9053675060936741
16.5,Regular,0.079698503,Fruits and Vegetables,100.6332,Small,Tier 2,Supermarket Type1,1537.998,9,0.8985238413433463
19.7,Regular,0.141360118,Baking Goods,197.311,Small,Tier 1,Grocery Store,392.822,28,1.4738948351159467
16.7,Low Fat,0.036933417,Dairy,109.1886,Small,Tier 3,Grocery Store,222.3772,15,1.524348790031923
7.445,Low Fat,0.037449987,Baking Goods,76.7354,Medium,Tier 3,Supermarket Type3,2783.7098,28,0.9940648204545112
11.1,Low Fat,0.294948897,Baking Goods,159.0604,Small,Tier 3,Grocery Store,792.302,15,1.5056718659445425
11.35,Regular,0.005525913,Fruits and Vegetables,168.279,High,Tier 3,Supermarket Type1,2376.906,26,0.9979323729265897
9.195,Regular,0.04712061,Frozen Foods,53.1666,Small,Tier 1,Supermarket Type1,768.999,16,0.9982923391072974
13.15,Low Fat,0.162248011,Household,160.4604,Small,Tier 1,Grocery Store,316.9208,28,1.453369529961735
18.85,Low Fat,0.090867297,Hard Drinks,127.3336,Small,Tier 1,Supermarket Type1,3962.8416,16,0.9140074936183383
8.0,Regular,0.030264897,Breads,250.3092,Small,Tier 1,Supermarket Type1,6723.2484,16,0.8564380412650598
19.1,Low Fat,0.067295406,Household,41.9796,Small,Tier 1,Supermarket Type1,701.7532,16,0.9024711198579153
8.93,Low Fat,0.02827966,Dairy,152.234,Medium,Tier 3,Supermarket Type3,1071.938,28,0.9092044623716021
15.85,Low Fat,0.020388413,Household,44.4112,Medium,Tier 3,Supermarket Type3,767.0016,28,0.9938769198941095
15.15,Low Fat,0.027644732,Baking Goods,149.4708,Medium,Tier 3,Supermarket Type3,3159.8868,28,0.8048394674935984
6.36,Low Fat,0.120731024,Fruits and Vegetables,46.506,Medium,Tier 1,Supermarket Type1,652.484,14,1.0006230333974138
19.6,Low Fat,0.025429614,Health and Hygiene,151.7024,Small,Tier 2,Supermarket Type1,2884.2456,6,0.9038288520007489
7.17,Regular,0.059438787,Fruits and Vegetables,130.9968,Medium,Tier 3,Supermarket Type3,4828.3816,28,0.9946353255632857
17.1,Regular,0.074059474,Fruits and Vegetables,209.0638,Small,Tier 1,Supermarket Type1,3520.0846,16,0.8696756694058364
18.6,Low Fat,0.015693328,Snack Foods,150.7366,Medium,Tier 3,Supermarket Type3,906.8196,28,0.8844974614557274
7.235,Low Fat,0.057850699,Snack Foods,113.2834,Medium,Tier 3,Supermarket Type3,4376.9692,28,0.9952043291336596
8.76,Low Fat,0.050011058,Health and Hygiene,126.7336,High,Tier 3,Supermarket Type1,639.168,26,0.9965636716686089
6.775,Low Fat,0.105225964,Household,84.225,Small,Tier 2,Supermarket Type1,3162.55,9,0.9988924569862314
16.25,Low Fat,0.039207025,Household,116.1176,Medium,Tier 1,Supermarket Type1,2633.9048,14,1.0011930192782457
19.85,Low Fat,0.044489064,Dairy,89.4856,Small,Tier 2,Supermarket Type1,1054.6272,9,0.999633160540531
19.75,Low Fat,0.012437935,Fruits and Vegetables,189.9872,High,Tier 3,Supermarket Type1,3781.744,26,0.9970937587280232
6.96,Low Fat,0.077350112,Soft Drinks,91.4146,Small,Tier 2,Supermarket Type1,638.5022,11,1.0002381451288274
8.935,Low Fat,0.040346436,Frozen Foods,53.7298,Medium,Tier 3,Supermarket Type2,593.2278,4,1.0023755093803084
8.26,Low Fat,0.057585723,Hard Drinks,113.7834,Small,Tier 3,Grocery Store,115.1834,15,1.3903122059922124
6.71,Low Fat,0.03565903,Breads,218.3166,Small,Tier 2,Supermarket Type1,1959.4494,11,1.0017600596768577
8.945,Regular,0.087629354,Dairy,263.491,Small,Tier 2,Supermarket Type1,1840.937,9,0.8078479492897975
12.65,Low Fat,0.12342207300000001,Meat,107.8938,Small,Tier 1,Supermarket Type1,750.3566,16,1.0
15.0,Low Fat,0.154228739,Starchy Foods,107.3938,Medium,Tier 1,Supermarket Type1,750.3566,14,0.9999112980725616
15.35,Low Fat,0.096943078,Soft Drinks,196.5768,Small,Tier 2,Supermarket Type1,7685.9952,6,0.8352100667548925
14.35,Low Fat,0.017065268,Health and Hygiene,109.5228,Medium,Tier 1,Supermarket Type1,1768.3648,14,0.9229395628549053
11.6,Low Fat,0.04125378142857143,Health and Hygiene,100.8042,Medium,Tier 3,Supermarket Type3,3472.147,28,1.0
5.765,Low Fat,0.082178616,Baking Goods,37.0164,Small,Tier 2,Supermarket Type1,540.6296,11,0.8902388861991616
8.315,Regular,0.035542581,Baking Goods,143.3444,High,Tier 3,Supermarket Type1,1596.5884,26,0.9110130680603781
6.13,Low Fat,0.102171627,Fruits and Vegetables,53.8298,Small,Tier 2,Supermarket Type1,1024.6662,9,0.8408290298195817
14.5,Regular,0.128235818,Baking Goods,104.1332,Small,Tier 2,Supermarket Type1,205.0664,9,0.8813028060648048
15.1,Low Fat,0.0552059,Fruits and Vegetables,219.4166,Small,Tier 1,Supermarket Type1,6096.0648,16,0.8409830876419576
17.25,Low Fat,0.037337632,Soft Drinks,163.7526,Medium,Tier 3,Supermarket Type2,3289.052,4,1.0032977861784262
13.0,Low Fat,0.099242622,Household,46.306,High,Tier 3,Supermarket Type1,699.09,26,0.9970834091524702
9.695,Regular,0.030143704,Snack Foods,222.0114,Medium,Tier 3,Supermarket Type3,6207.9192,28,0.9948968678252692
12.85,Low Fat,0.108412059,Fruits and Vegetables,233.2642,Small,Tier 2,Supermarket Type1,3950.1914,11,1.0002710765250598
7.975,Low Fat,0.014628382,Baking Goods,82.325,Small,Tier 2,Supermarket Type1,1331.6,9,0.9988808207556866
10.895,Regular,0.032454046,Frozen Foods,144.8102,Small,Tier 1,Supermarket Type1,3062.0142,16,0.8812472251979805
9.17,Low Fat,0.102978817,Baking Goods,144.947,Small,Tier 1,Supermarket Type1,4294.41,16,0.8805000895071372
16.2,Low Fat,0.105498192,Canned,101.47,Small,Tier 3,Grocery Store,399.48,15,1.4744560493065662
14.65,Low Fat,0.171355643,Fruits and Vegetables,47.6692,Small,Tier 2,Supermarket Type1,739.038,9,0.9986536860726973
8.89,Low Fat,0.009585169,Frozen Foods,102.5016,Small,Tier 1,Grocery Store,101.2016,28,1.4851430596738862
6.985,Regular,0.137926458,Meat,184.7608,Medium,Tier 3,Supermarket Type2,4042.7376,4,1.0037420729351076
17.7,Low Fat,0.2156522,Fruits and Vegetables,115.0834,Small,Tier 2,Supermarket Type1,2764.4016,11,0.9999999999999999
16.1,Regular,0.17761810183333335,Frozen Foods,35.1558,Small,Tier 2,Supermarket Type1,339.558,6,1.0
14.75,Low Fat,0.033076388,Health and Hygiene,237.2906,Small,Tier 2,Supermarket Type1,3089.9778,6,1.0046378912279628
12.15,Low Fat,0.006770252,Others,124.473,Medium,Tier 1,Supermarket Type1,1231.73,14,0.7799607366020637
20.0,Low Fat,0.142393355,Others,36.419,Small,Tier 1,Grocery Store,109.857,28,1.454334132115386
18.5,Low Fat,0.025813943,Meat,89.1172,Small,Tier 2,Supermarket Type1,892.172,11,0.8891625318399269
12.15,Low Fat,0.015548178,Frozen Foods,211.2928,Small,Tier 2,Supermarket Type1,5049.4272,6,1.004878195875585
16.1,Regular,0.159698192,Frozen Foods,32.0558,Small,Tier 2,Supermarket Type1,1018.674,9,0.8991098899922465
20.6,Regular,0.030634813,Dairy,212.9244,Medium,Tier 3,Supermarket Type2,2540.6928,4,0.884983650769725
17.6,Low Fat,0.074522745,Household,228.801,Medium,Tier 1,Supermarket Type1,3215.814,14,0.8009034636391024
7.75,Regular,0.145200948,Frozen Foods,35.4558,Small,Tier 1,Grocery Store,135.8232,28,1.5791630209418195
5.98,Low Fat,0.043651198,Fruits and Vegetables,146.1418,Small,Tier 2,Supermarket Type1,3089.9778,11,1.0009628700434092
13.5,Low Fat,0.094366079,Soft Drinks,190.9872,Medium,Tier 1,Supermarket Type1,2836.308,14,0.842262077646496
12.85,Low Fat,0.121702394,Snack Foods,42.7428,Small,Tier 2,Supermarket Type1,703.0848,9,0.9014272608876791
13.6,Low Fat,0.117613212,Snack Foods,194.2136,Small,Tier 2,Supermarket Type1,2527.3768,9,0.9992487699809569
9.8,Regular,0.045258247,Baking Goods,35.9874,Small,Tier 2,Supermarket Type1,282.2992,9,0.9980045090558195
15.0,Low Fat,0.058485617,Snack Foods,44.7744,Medium,Tier 1,Supermarket Type1,679.116,14,0.999060959226085
13.6,Low Fat,0.00994477,Household,177.837,Medium,Tier 3,Supermarket Type3,6528.169,28,0.9075659558484994
8.895,Regular,0.087894475,Snack Foods,121.173,Medium,Tier 3,Supermarket Type3,2586.633,28,0.9939899297175542
16.35,Low Fat,0.113953562,Fruits and Vegetables,198.2426,Small,Tier 3,Grocery Store,790.9704,15,1.3663666646659758
14.1,Low Fat,0.198316649,Baking Goods,54.3956,Small,Tier 1,Grocery Store,272.978,28,1.5215139960232267
7.05,Low Fat,0.084949955,Snack Foods,109.7912,Small,Tier 2,Supermarket Type1,1091.912,9,0.848439667501312
20.1,Regular,0.054549098,Fruits and Vegetables,193.782,High,Tier 3,Supermarket Type1,1158.492,26,0.8407101001510732
19.6,Low Fat,0.094545236,Household,254.7698,Medium,Tier 3,Supermarket Type2,5327.0658,4,0.9061473984697245
16.35,Regular,0.062359467,Fruits and Vegetables,224.0062,High,Tier 3,Supermarket Type1,4288.4178,26,0.8476255263079867
13.15,Low Fat,0.092811105,Household,159.7604,Medium,Tier 1,Supermarket Type1,4119.9704,14,0.8313743337604259
12.65,Regular,0.156679617,Fruits and Vegetables,238.8538,Medium,Tier 3,Supermarket Type2,4566.7222,4,0.8915439306799341
14.5,Regular,0.09735225,Snack Foods,160.7262,Medium,Tier 1,Supermarket Type1,1750.3882,14,0.889576672170858
17.75,Low Fat,0.076113671,Baking Goods,111.4544,Small,Tier 2,Supermarket Type1,1006.6896,11,0.8888239100449575
14.0,Low Fat,0.023783007,Baking Goods,104.0332,Small,Tier 2,Supermarket Type1,1435.4648,11,0.8899069805573174
9.065,Low Fat,0.114771298,Frozen Foods,93.9094,Medium,Tier 3,Supermarket Type3,3903.5854,28,0.9951101324924952
9.895,Regular,0.048662357,Frozen Foods,261.7278,Small,Tier 1,Supermarket Type1,4685.9004,16,0.9994375529906275
10.195,Low Fat,0.211539389,Canned,110.9886,Small,Tier 3,Grocery Store,111.1886,15,1.4736097562192134
18.25,Low Fat,0.044430561,Hard Drinks,174.208,Medium,Tier 3,Supermarket Type2,2596.62,4,1.0044756534583534
6.4,Low Fat,0.141860161,Frozen Foods,41.0796,Small,Tier 3,Grocery Store,41.2796,15,1.1344633244841402
5.88,Low Fat,0.08659036800000001,Frozen Foods,154.2998,Small,Tier 1,Supermarket Type1,1999.3974,16,1.0000000000000002
6.895,Low Fat,0.022441883,Meat,143.8812,High,Tier 3,Supermarket Type1,2707.1428,26,0.9991739104159919
20.5,Low Fat,0.142370445,Starchy Foods,90.6172,Medium,Tier 3,Supermarket Type2,1427.4752,4,1.0044756563506838
14.8,Low Fat,0.13564792,Meat,190.8846,Small,Tier 3,Grocery Store,191.0846,15,1.52630592962028
17.75,Low Fat,0.014602837,Fruits and Vegetables,158.6262,Medium,Tier 1,Supermarket Type1,3819.0288,14,0.8703975657826261
18.6,Regular,0.28701714,Meat,48.8376,Small,Tier 3,Grocery Store,47.9376,15,1.474623124148384
12.5,Low Fat,0.031112643,Fruits and Vegetables,104.999,Small,Tier 2,Supermarket Type1,1444.786,11,0.8313469663748012
19.0,Regular,0.065621523,Fruits and Vegetables,186.5214,Small,Tier 2,Supermarket Type1,5275.7992,9,0.8481132391782117
8.26,Regular,0.032573725,Soft Drinks,125.073,Medium,Tier 3,Supermarket Type2,985.384,4,1.0008904560896037
9.06,Low Fat,0.009776268,Others,213.756,Small,Tier 1,Supermarket Type1,1065.28,16,0.8409546414352782
9.195,Low Fat,0.115353642,Frozen Foods,58.9246,Medium,Tier 3,Supermarket Type2,926.7936,4,1.0018503430941181
8.02,Low Fat,0.110901004,Snack Foods,155.0998,Medium,Tier 3,Supermarket Type3,2768.3964,28,0.8772009280236703
5.945,Low Fat,0.093214866,Household,129.1652,Small,Tier 2,Supermarket Type1,2841.6344,11,0.8998551372570985
9.8,Regular,0.05640073325,Breads,84.5908,Medium,Tier 3,Supermarket Type3,3020.0688,28,1.0
13.35,Regular,0.014649641,Canned,207.3638,Medium,Tier 1,Supermarket Type1,5797.7864,14,0.8565095716047783
12.65,Regular,0.07603021,Frozen Foods,189.0846,Small,Tier 2,Supermarket Type1,4012.7766,9,0.8481455242799364
12.15,Regular,0.042855388,Meat,181.695,Medium,Tier 3,Supermarket Type2,2929.52,4,0.7807368809071739
12.65,Regular,0.133144259,Frozen Foods,190.8846,Small,Tier 1,Grocery Store,191.0846,28,1.485274173968724
20.85,Low Fat,0.032580705,Baking Goods,180.066,Medium,Tier 3,Supermarket Type2,2157.192,4,1.0033079730763605
18.25,Low Fat,0.09261763125,Frozen Foods,224.1062,Medium,Tier 3,Supermarket Type2,4965.5364,4,1.0
11.3,Regular,0.066865326,Frozen Foods,260.1962,Small,Tier 2,Supermarket Type1,2848.9582,11,1.0010958888542996
17.6,Low Fat,0.018943666,Health and Hygiene,237.359,Small,Tier 2,Supermarket Type1,6145.334,11,1.00093584260103
5.88,Regular,0.030371121,Frozen Foods,101.799,Medium,Tier 3,Supermarket Type2,1960.781,4,1.0018503562361947
15.5,Regular,0.132630345,Baking Goods,263.8568,Small,Tier 1,Grocery Store,790.9704,28,1.5113318026009275
21.25,Low Fat,0.01001904,Meat,184.6608,Small,Tier 2,Supermarket Type1,367.5216,11,0.9132447632816989
20.2,Regular,0.121254236,Snack Foods,94.5752,Small,Tier 1,Supermarket Type1,1821.6288,16,0.9982471533499688
9.8,Regular,0.063764099,Fruits and Vegetables,113.8492,High,Tier 3,Supermarket Type1,1737.738,26,0.8295487027555228
16.6,Low Fat,0.136286138,Hard Drinks,171.4422,Medium,Tier 3,Supermarket Type2,2241.7486,4,0.9013148979045457
15.1,Regular,0.164391573,Fruits and Vegetables,62.8194,Small,Tier 1,Grocery Store,61.9194,28,1.1867037766259525
7.035,Low Fat,0.02189371,Frozen Foods,262.791,Small,Tier 2,Supermarket Type1,3681.874,11,1.0014644610529366
7.93,Low Fat,0.006939681,Frozen Foods,121.8414,Small,Tier 1,Supermarket Type1,2802.3522,16,0.9999999999999999
15.5,Low Fat,0.0533881235,Soft Drinks,41.377,Small,Tier 2,Supermarket Type1,649.155,6,1.0
18.85,Regular,0.067624438,Dairy,120.944,Medium,Tier 3,Supermarket Type3,1078.596,28,0.9947223089163933
12.35,Regular,0.186236236,Baking Goods,78.7328,Small,Tier 2,Supermarket Type1,1390.1904,11,0.8999672324895458
17.25,Regular,0.047037323,Snack Foods,96.4068,Medium,Tier 3,Supermarket Type3,2624.5836,28,0.8762221512453477
17.2,Regular,0.099780431,Fruits and Vegetables,225.2088,Small,Tier 1,Grocery Store,447.4176,28,1.474644309640168
8.235,Low Fat,0.014488997,Health and Hygiene,183.795,Small,Tier 2,Supermarket Type1,2929.52,11,0.9998411115580077
6.675,Low Fat,0.04200648,Snack Foods,92.6462,Small,Tier 2,Supermarket Type1,1665.8316,11,1.0024091175122223
6.55,Regular,0.034575546,Breads,156.5288,High,Tier 3,Supermarket Type1,1571.288,26,0.9017200971117368
13.5,Low Fat,0.072965144,Household,160.692,Medium,Tier 3,Supermarket Type2,1917.504,4,0.8115138173982291
6.86,Low Fat,0.036530411,Household,227.801,Small,Tier 2,Supermarket Type1,3904.917,9,0.880348753766009
9.8,Regular,0.063946629,Fruits and Vegetables,116.6492,Small,Tier 2,Supermarket Type1,2316.984,11,0.8319233544339535
14.3,Regular,0.034551415,Baking Goods,98.1726,Medium,Tier 3,Supermarket Type2,685.1082,4,1.0034270009163098
19.35,Low Fat,0.026329989,Fruits and Vegetables,169.2474,Small,Tier 2,Supermarket Type1,3705.8428,6,1.0053836733565502
9.3,Low Fat,0.016009057,Dairy,250.6092,High,Tier 3,Supermarket Type1,6474.2392,26,0.9207600683671551
15.15,Low Fat,0.048637888,Baking Goods,149.7708,Small,Tier 1,Grocery Store,150.4708,28,1.4160271793531323
4.805,Regular,0.037852995,Dairy,126.2704,Medium,Tier 3,Supermarket Type2,3629.9416,4,0.8732183573762345
9.8,Regular,0.015016891,Meat,248.6408,Medium,Tier 3,Supermarket Type3,6759.2016,28,0.7750888886358632
14.5,Regular,0.059160135,Fruits and Vegetables,170.7448,Small,Tier 2,Supermarket Type1,2045.3376,6,0.8932197618170622
15.35,Low Fat,0.096379585,Soft Drinks,196.5768,Small,Tier 2,Supermarket Type1,4729.8432,9,0.8303553103776923
21.1,Low Fat,0.029008944,Household,143.3786,Small,Tier 1,Supermarket Type1,866.8716,16,0.902967342208239
20.35,Low Fat,0.039078047,Household,128.3678,Medium,Tier 3,Supermarket Type3,3179.195,28,0.8652302409486415
19.5,Low Fat,0.082536604,Canned,177.2002,Small,Tier 2,Supermarket Type1,2149.2024,9,0.9134066261274985
6.03,Low Fat,0.0226848,Dairy,178.1028,High,Tier 3,Supermarket Type1,4604.6728,26,0.8868905089185638
20.7,Low Fat,0.170152831,Canned,182.6266,Small,Tier 2,Supermarket Type1,2581.9724,11,0.8897022311603812
16.5,Low Fat,0.073827748,Canned,208.8638,Small,Tier 1,Supermarket Type1,2484.7656,16,0.9996966537425298
9.5,Regular,0.010864186,Snack Foods,185.3608,Medium,Tier 3,Supermarket Type3,5329.0632,28,0.8661063900369367
17.1,Regular,0.07436116,Fruits and Vegetables,206.1638,Medium,Tier 3,Supermarket Type2,4141.276,4,0.8732183488204966
5.925,Regular,0.168901843,Dairy,43.4086,Small,Tier 1,Grocery Store,44.6086,28,1.4548230482830282
5.26,Regular,0.02455854,Breads,95.6068,Small,Tier 2,Supermarket Type1,2332.9632,11,1.0024489891439803
14.0,Regular,0.041949832,Snack Foods,54.064,Small,Tier 2,Supermarket Type1,1118.544,9,0.8428319552406421
7.575,Low Fat,0.055502454,Dairy,196.5768,Small,Tier 2,Supermarket Type1,1576.6144,11,0.9010575975980609
8.71,Low Fat,0.120663214,Canned,95.6778,Medium,Tier 3,Supermarket Type3,2910.2118,28,0.865226016765471
